,freq,nrg_bal,siec,unit,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,A,Gross electricity production,Bioenergy,TJ,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A,Gross electricity production,Bioenergy,TJ,AT,4053.24,4340.002,4702.471,4830.091,4274.161,6606.018,5646.035,6092.719,6555.769,5748.88,5501.804,6004.123,5462.795,5928.062,6884.978,8765.467,11643.991,14613.106,14969.93,15395.303,16130.858,16414.834,16844.778,16905.488,16371.817,16731.698,17208.094,17715.035,17747.266,16821.499,16579.736,16178.776,16945.191
2,A,Gross electricity production,Bioenergy,TJ,BA,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,21.6,28.8,28.8,46.8,151.2,111.6
3,A,Gross electricity production,Bioenergy,TJ,BE,1015.2,1076.4,961.2,882.0,882.0,1155.6,1130.4,990.0,1292.4,1785.6,2044.8,2149.2,2595.6,3085.2,3736.4,5723.784,8012.804,9357.797,11980.969,14218.729,16080.12,16765.92,18926.28,18152.64,15931.08,19842.12,19351.44,20561.76,19508.273,18626.672,18974.454,16923.308,17843.431
4,A,Gross electricity production,Bioenergy,TJ,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.915,26.647,126.86,200.653,236.977,402.167,722.851,972.666,1273.01,1425.532,5662.678,6554.92,6117.628,9320.011,8076.938
5,A,Gross electricity production,Bioenergy,TJ,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558,5.173,41.544,95.465,126.446,185.796,179.348,175.91,181.735,184.45,187.276,186.3,204.826,208.512,218.275,215.784,208.224
6,A,Gross electricity production,Bioenergy,TJ,CZ,0.0,0.0,0.0,579.6,1155.6,1458.0,1051.2,1778.4,2114.176,2436.26,1889.244,1881.324,1813.705,1766.12,2568.136,2634.196,3305.401,4302.932,5216.684,6654.47,7784.953,9732.51,12138.142,14618.542,16788.694,17240.796,17119.188,17881.121,17381.801,18113.98,18775.273,19387.901,19462.917
7,A,Gross electricity production,Bioenergy,TJ,DE,5742.0,6739.2,7354.8,7074.0,7444.8,8758.8,9014.4,9550.8,11008.8,12643.2,15591.6,16524.0,19112.4,32216.4,38286.0,52948.8,68169.6,88621.2,100861.2,111186.0,122122.8,132804.0,155530.8,163850.4,173836.8,181173.6,183344.4,183297.6,182858.4,180457.2,183351.6,180636.658,176930.548
8,A,Gross electricity production,Bioenergy,TJ,DK,673.2,1051.2,1472.4,1962.0,2062.8,2323.595,2998.613,3512.178,3880.8,4744.8,4680.0,5439.6,6764.4,8978.4,10465.2,11422.8,11044.8,11174.4,11300.4,11948.4,16535.113,15749.5,16005.427,15528.582,15481.864,15109.079,17646.794,22804.679,21646.722,22024.786,21906.513,32466.881,27180.557
9,A,Gross electricity production,Bioenergy,TJ,EE,0.0,0.0,0.0,0.0,0.0,21.6,18.0,28.8,43.2,43.2,47.7,39.6,82.8,108.0,108.0,127.192,144.0,118.638,131.897,1126.004,2664.036,2811.719,3603.251,2394.0,2728.8,2944.8,3416.422,3942.104,4706.097,4906.729,6666.753,6370.383,5653.367
10,A,Gross electricity production,Bioenergy,TJ,EL,0.0,0.0,3.6,3.6,3.6,3.6,0.0,0.0,0.0,3.6,0.0,284.4,453.6,378.0,446.987,437.472,410.85,662.4,688.882,783.259,684.0,744.534,735.458,779.072,790.78,833.134,987.228,1116.101,1130.652,1447.297,1632.794,1797.138,2046.974
11,A,Gross electricity production,Bioenergy,TJ,ES,1951.2,1951.2,2070.0,2084.4,2300.4,3639.6,3898.8,5266.8,5511.6,5824.8,5374.8,5871.6,9309.6,11462.4,11986.693,9550.192,9986.4,10432.8,11718.0,12556.8,14454.0,16592.4,17917.2,20872.8,19490.4,20750.4,20480.4,21940.96,21335.568,20134.8,22170.188,25060.659,24599.962
12,A,Gross electricity production,Bioenergy,TJ,EU27_2020,49479.702,52024.199,54278.537,59229.494,63048.529,71312.435,69905.717,85616.762,95385.993,97589.299,108536.685,114903.373,132549.383,155460.602,190015.249,219704.15,251622.082,282439.627,317114.385,350036.602,401738.777,428556.962,478611.067,501207.658,519761.865,538253.218,544719.76,554232.24,561225.418,577321.777,588852.145,626233.65,604717.113
13,A,Gross electricity production,Bioenergy,TJ,FI,18561.6,17996.4,17820.0,21448.8,23274.0,23788.8,21200.4,28407.6,33598.8,30106.8,31100.49,29778.667,32359.73,33765.43,37582.405,34243.978,38930.184,35837.557,37456.697,31442.335,39507.17,40481.882,40323.221,43262.591,42354.162,41163.856,41527.547,42754.041,46537.335,47904.62,41708.936,48960.017,45975.474
14,A,Gross electricity production,Bioenergy,TJ,FR,5076.0,5706.0,5824.8,5328.0,5961.6,6559.2,6955.2,7794.0,7671.6,8416.8,8924.4,10256.4,10954.8,11617.2,11923.2,12207.6,12157.2,13503.6,14295.6,14868.0,15987.6,18140.8,19071.204,20455.013,21556.407,23506.543,27135.142,28131.397,30326.479,31477.786,32167.826,35545.772,37844.076
15,A,Gross electricity production,Bioenergy,TJ,GE,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,A,Gross electricity production,Bioenergy,TJ,HR,39.6,36.0,21.6,68.4,21.6,32.4,32.4,3.6,32.4,32.4,3.6,0.0,0.0,0.0,14.4,50.4,39.6,25.2,75.96,71.888,118.933,195.282,338.062,452.502,592.481,954.652,1553.126,1892.16,2405.16,3162.24,3521.88,3959.28,4063.68
17,A,Gross electricity production,Bioenergy,TJ,HU,61.2,86.4,165.6,140.4,162.0,202.986,179.791,190.573,216.551,232.636,233.201,252.824,151.099,578.459,2611.339,5966.496,4552.236,5623.139,6978.776,8405.417,8267.252,6692.49,5957.377,6595.337,7654.997,7780.435,7456.046,7761.926,8279.517,8035.042,7775.828,8048.379,7714.884
18,A,Gross electricity production,Bioenergy,TJ,IE,0.0,0.0,0.0,0.0,0.0,0.0,97.2,291.6,306.0,327.6,342.0,349.2,295.2,309.6,392.4,468.943,462.359,637.607,781.24,936.803,1131.898,1209.78,1594.066,1749.172,1947.51,1722.913,2445.178,2646.889,3054.028,3077.226,3326.592,3586.635,3690.148
19,A,Gross electricity production,Bioenergy,TJ,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,15.174,7.182,2.678,1.67,1.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,A,Gross electricity production,Bioenergy,TJ,IT,183.6,396.0,349.2,417.6,529.2,784.8,1357.2,2034.0,2862.0,4057.2,5017.385,6596.024,9752.958,12141.623,15195.056,16827.667,18384.595,18925.898,21478.687,27204.188,33984.382,38996.532,44952.973,61524.461,67436.694,69824.538,70230.938,69820.521,69129.139,70766.684,71358.25,69785.87,65089.703
21,A,Gross electricity production,Bioenergy,TJ,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,14.4,25.2,21.6,25.2,86.4,194.4,248.4,367.2,529.2,565.2,784.8,1285.2,1440.0,1605.6,1580.4,1813.133,1954.8,1919.52,2138.76,2467.8,2549.52
22,A,Gross electricity production,Bioenergy,TJ,LU,45.018,50.314,42.372,52.963,54.288,70.175,55.613,60.908,61.445,67.86,80.467,93.143,97.254,122.944,153.27,166.187,198.778,225.601,250.733,281.466,302.904,339.906,367.962,360.844,440.038,472.079,510.161,623.294,786.887,1004.367,1345.35,1402.539,1293.816
23,A,Gross electricity production,Bioenergy,TJ,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.331,34.812,86.072,135.785,150.52,153.281,149.501,161.208,172.354,235.332,429.84,1038.73,1804.684,2408.26,2770.182,2965.658,3350.304,3397.374,3338.712,3113.273,3102.458,2884.853
24,A,Gross electricity production,Bioenergy,TJ,MD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.2,46.8,53.435,50.508,82.8,108.0,111.6,104.4,118.8,104.4
25,A,Gross electricity production,Bioenergy,TJ,ME,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,A,Gross electricity production,Bioenergy,TJ,MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,129.719,185.584,194.58,198.367,206.269,193.745,184.968
27,A,Gross electricity production,Bioenergy,TJ,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.676,32.026,21.211,23.227,23.922,29.905,35.057,32.242,23.044,21.204,26.039,26.6
28,A,Gross electricity production,Bioenergy,TJ,NL,2404.644,2691.483,2672.494,3075.24,3352.08,3634.861,4710.865,5250.784,5711.652,6426.063,7240.166,8514.371,10500.841,9202.455,11968.452,18987.185,18687.053,14466.064,18528.222,22065.879,25409.316,25503.523,26060.855,21650.653,18342.088,18115.147,18064.659,17068.792,16933.321,21806.719,33069.01,40448.447,36492.31
29,A,Gross electricity production,Bioenergy,TJ,NO,766.8,752.4,817.2,874.8,972.0,1040.4,1090.8,867.6,972.0,982.8,921.6,918.0,900.0,1189.44,1292.4,1198.8,1396.8,1389.6,1429.2,817.2,1256.4,1220.4,1173.6,1425.6,911.16,910.8,838.8,932.4,735.005,910.818,863.316,774.684,858.757
30,A,Gross electricity production,Bioenergy,TJ,PL,198.0,298.8,399.6,219.6,183.6,241.2,478.8,608.4,792.0,694.8,795.6,1598.4,1537.2,1638.0,3537.878,5440.057,7174.044,9200.066,13025.635,18814.752,22696.164,27363.272,36339.448,31039.679,35916.473,35772.7,28643.22,23356.948,23572.469,27658.742,30060.936,29020.586,27472.262
31,A,Gross electricity production,Bioenergy,TJ,PT,2480.4,2908.8,3175.2,3243.6,3362.4,3556.8,3456.0,3733.2,3679.2,4176.0,4665.6,4842.0,5302.8,5007.6,5550.948,6050.495,6137.978,6710.209,6668.845,7508.848,9409.28,10524.762,10622.358,10983.928,10972.382,11174.123,11053.606,11593.069,11361.046,12107.632,13628.693,14409.202,14806.289
32,A,Gross electricity production,Bioenergy,TJ,RO,0.0,0.0,7.2,3.6,0.0,0.0,0.0,39.6,39.6,0.0,0.0,0.0,10.8,10.8,14.4,21.6,16.031,129.586,85.972,37.94,397.764,708.084,762.08,904.504,1815.188,1882.951,1910.491,1890.605,1573.668,1814.918,1967.533,2350.076,2329.229
33,A,Gross electricity production,Bioenergy,TJ,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,72.004,79.204,82.804,122.404,270.677,366.199,497.239,692.806,890.172,907.621
34,A,Gross electricity production,Bioenergy,TJ,SE,6994.8,6696.0,7236.0,7815.6,8024.4,8474.4,7624.8,9982.8,10008.0,9709.2,14752.8,13597.2,15030.0,16236.0,25924.936,26963.316,30093.091,35408.999,37213.855,41257.476,43888.439,41531.36,43898.4,41220.0,38505.6,38754.0,41353.481,43473.6,42886.8,46929.6,40245.502,47125.712,47202.054
35,A,Gross electricity production,Bioenergy,TJ,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6,251.028,258.926,365.389,440.237,434.786,409.403,396.918,407.354,1037.934,677.779,780.757,906.307,962.244,938.678,930.337,963.634,1014.35,1043.712,962.87,903.73,986.558,998.939,970.106
36,A,Gross electricity production,Bioenergy,TJ,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.84,547.2,356.4,72.0,115.2,1433.93,1706.4,1861.2,1933.2,2383.2,2948.4,3387.6,3279.6,5101.2,5983.2,6231.6,6105.6,5850.0,6094.8,6022.8,6638.4,5364.0
37,A,Gross electricity production,Bioenergy,TJ,TR,0.0,136.8,169.2,201.6,183.6,799.2,633.6,1058.4,867.6,478.8,597.6,662.4,468.0,284.4,273.6,122.4,208.26,341.791,512.262,905.944,1198.454,1234.228,2130.955,3163.025,3897.122,4467.791,5885.028,7546.943,9538.254,12620.56,16000.542,23229.533,29063.196
38,A,Gross electricity production,Bioenergy,TJ,UA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.6,950.4,500.4,676.8,482.4,482.4,363.6,468.0,522.0,489.6,755.64,1081.8,1464.84,2719.44,,
39,A,Gross electricity production,Bioenergy,TJ,UK,2142.0,2476.8,3362.4,4312.8,5468.4,5911.2,6494.4,7596.0,9554.4,12344.4,14169.6,16293.737,18284.854,21972.755,26478.536,32771.876,33400.35,33571.804,34442.053,38575.163,44144.136,47930.49,53045.413,65163.056,81496.042,102925.483,109305.579,116759.585,128065.277,136903.227,,,
40,A,Gross electricity production,Bioenergy,TJ,XK,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,A,Gross electricity production,Solid fossil fuels,TJ,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,A,Gross electricity production,Solid fossil fuels,TJ,AT,22287.6,24627.6,14799.6,10746.0,11160.0,15555.6,19000.8,20991.6,14842.8,15890.4,20617.2,24814.8,23806.8,30394.8,28458.0,25798.396,26532.155,23761.652,19897.888,13530.643,17706.341,19553.555,15796.22,15162.044,10566.288,10635.34,7353.464,6328.26,6499.019,5398.106,2013.534,503.809,210.028
43,A,Gross electricity production,Solid fossil fuels,TJ,BA,,,,,,,,,,,,,,,,,,,,,,,,,39643.2,38890.8,43275.6,44420.4,44773.2,39466.8,42415.2,39999.6,39369.6
44,A,Gross electricity production,Solid fossil fuels,TJ,BE,61542.0,59439.6,57636.0,58669.2,61128.0,59461.2,55983.6,49492.8,51073.2,35780.4,46497.6,35769.6,36104.4,34696.8,32925.6,29516.4,24652.8,23310.0,19969.2,18640.8,15109.2,12513.6,12200.4,10828.8,7524.72,7468.92,1402.2,327.24,328.68,338.04,293.4,158.4,184.68
45,A,Gross electricity production,Solid fossil fuels,TJ,BG,75495.6,74790.0,64137.6,61776.0,60793.2,62359.2,61801.2,67982.4,65876.4,58604.4,60987.6,70189.2,61855.2,69253.2,68047.2,66448.8,68698.8,80524.8,83451.6,75970.8,81381.6,99133.2,82353.6,69809.753,76698.0,81079.2,69710.4,75290.728,67174.103,61927.47,48638.376,61509.204,78427.836
46,A,Gross electricity production,Solid fossil fuels,TJ,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,A,Gross electricity production,Solid fossil fuels,TJ,CZ,169272.0,164156.4,158061.6,155746.8,152049.6,159631.2,163544.4,164613.6,163141.2,158943.6,189907.2,189338.4,179665.2,182804.4,181108.8,178279.2,178736.4,193658.4,175600.8,165405.6,168840.0,168066.0,158320.8,148006.8,146617.2,148107.6,151106.4,149197.669,148325.314,134408.171,111619.26,123037.456,132775.682
48,A,Gross electricity production,Solid fossil fuels,TJ,DE,1119157.2,1107622.8,1064419.2,1055674.8,1045022.4,1040911.2,1065571.2,1023624.0,1052128.8,1012572.0,1068073.2,1057442.4,1078538.4,1097028.0,1076137.2,1037314.8,1040169.6,1069578.0,990752.4,912402.0,946429.2,944892.0,994420.8,1037527.2,987876.0,979920.0,942282.0,868514.4,821361.6,617220.0,484542.0,592743.6,647974.8
49,A,Gross electricity production,Solid fossil fuels,TJ,DK,84808.8,120402.0,97045.2,105577.2,119844.0,98481.6,142794.0,103521.6,85150.8,72291.6,60022.8,64148.4,65725.2,91105.2,67222.8,55666.8,88437.6,71607.6,62863.2,63673.2,61221.6,50313.6,37940.4,51451.2,39830.4,25595.561,31914.846,22340.387,23653.505,11919.618,11022.142,15715.696,15945.473
50,A,Gross electricity production,Solid fossil fuels,TJ,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,21.6,0.0,0.0,63.36,0.0,0.0,0.0,0.0,0.0
51,A,Gross electricity production,Solid fossil fuels,TJ,EL,90597.6,85327.2,95803.2,100062.0,106480.8,103309.2,105472.8,110264.4,116791.2,116571.6,123526.8,127551.6,124437.6,126612.0,127368.0,127954.8,116150.4,124833.6,120081.6,123076.8,110869.2,111826.8,112028.4,95061.6,92685.6,79585.2,67978.8,67554.0,61866.558,43644.805,23778.0,19144.084,20724.498
52,A,Gross electricity production,Solid fossil fuels,TJ,ES,215053.2,211665.6,231199.2,224686.8,221637.6,237286.8,194194.8,225608.4,221706.0,264992.4,284738.4,252972.0,292255.2,268999.2,284781.6,284590.8,240260.4,262062.0,175370.4,129276.0,91202.4,158328.0,198266.4,143787.6,157705.2,184917.6,131162.4,162457.2,134427.6,46292.4,19879.2,17488.8,28296.0
53,A,Gross electricity production,Solid fossil fuels,TJ,EU27_2020,2861708.4,2859940.8,2761016.4,2695302.0,2737119.6,2793261.6,2853527.4,2753308.8,2784582.0,2731561.2,2881224.0,2854461.6,2931674.4,3056918.4,3008055.6,2911975.996,2939396.555,2983699.508,2725390.995,2532869.373,2524428.519,2609376.473,2673772.818,2624148.723,2493967.921,2538104.609,2372938.909,2300178.306,2144214.106,1623282.429,1268701.047,1509058.351,1615569.159
54,A,Gross electricity production,Solid fossil fuels,TJ,FI,34783.2,35244.0,27579.6,35434.8,50346.0,39866.4,54421.2,46238.4,28584.0,32209.2,30553.2,38210.4,45741.6,69292.8,59389.2,23389.2,58791.6,50241.6,30643.2,40068.0,52354.8,35208.0,25563.6,38484.0,28530.0,18435.6,25106.4,21085.2,20847.6,15692.4,8794.8,9622.8,12391.2
55,A,Gross electricity production,Solid fossil fuels,TJ,FR,113302.8,142596.0,123242.4,75423.6,75214.8,87044.4,100936.8,79840.8,120715.2,105404.4,97214.4,73720.8,85168.8,94536.0,87739.2,99054.0,82400.4,88005.6,83026.8,78001.2,84092.4,62620.139,77243.306,85836.121,40525.751,42820.02,36812.664,46128.352,29914.186,13094.298,11110.882,19594.127,15595.081
56,A,Gross electricity production,Solid fossil fuels,TJ,GE,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,57.6,88.92,42.48,0.0,0.0,0.0,0.0
57,A,Gross electricity production,Solid fossil fuels,TJ,HR,2257.2,1393.2,2412.0,1612.8,360.0,871.2,448.2,1839.6,1936.8,1857.6,5583.6,5896.8,7592.4,8654.4,7700.4,8380.8,8125.2,8722.8,8982.0,5968.8,8586.0,9295.2,8056.8,8715.6,8524.8,8316.0,9345.6,4921.56,5229.36,5901.84,4375.44,5244.84,5612.04
58,A,Gross electricity production,Solid fossil fuels,TJ,HU,30776.4,28944.0,32796.0,32490.0,31431.6,32688.0,34581.6,33789.6,34405.2,36655.2,34524.0,31820.4,32338.8,33012.0,29440.8,25282.8,25207.2,26542.8,25509.6,22824.0,22442.4,23338.8,22838.4,22680.0,21582.0,20844.0,20275.2,17755.2,16808.4,14529.6,13359.6,10850.4,10778.4
59,A,Gross electricity production,Solid fossil fuels,TJ,IE,21304.8,21070.8,23968.8,23824.8,24062.4,25264.8,25171.2,24433.2,24264.0,20995.2,24541.2,25423.2,24555.6,22330.8,22424.4,23000.4,21182.4,19573.056,18510.707,14415.53,12796.978,14201.179,18087.692,15417.205,14243.162,17547.048,16905.103,13120.337,7746.268,1820.257,2423.272,9783.104,8518.633
60,A,Gross electricity production,Solid fossil fuels,TJ,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
61,A,Gross electricity production,Solid fossil fuels,TJ,IT,115369.2,102625.2,76874.4,59972.4,71481.6,86839.2,79488.0,73864.8,83919.6,85723.2,94579.2,114228.0,127609.2,139726.8,163864.8,156981.6,159148.8,158803.2,155062.8,143082.0,143042.4,161013.6,176907.6,162378.0,156434.4,155523.6,128185.2,117458.734,102491.525,67822.016,48166.15,50478.908,81383.947
62,A,Gross electricity production,Solid fossil fuels,TJ,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,A,Gross electricity production,Solid fossil fuels,TJ,LU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,A,Gross electricity production,Solid fossil fuels,TJ,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,7.2,7.2,7.2,7.2,7.2,3.6,0.0,0.0,0.0,0.745,1.235,0.256,0.0,0.0,0.0
65,A,Gross electricity production,Solid fossil fuels,TJ,MD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,A,Gross electricity production,Solid fossil fuels,TJ,ME,,,,,,,,,,,,,,,,3592.8,4327.2,3096.0,4640.4,2480.4,4579.2,5227.2,4921.2,5187.6,5115.6,5443.2,4672.8,4902.84,5596.92,5415.84,5815.44,5198.76,5582.16
67,A,Gross electricity production,Solid fossil fuels,TJ,MK,18586.8,17506.8,18568.8,16452.0,18748.8,19054.8,20606.4,20746.8,21261.6,19569.6,18752.4,20044.8,18428.4,19227.6,18576.0,19569.6,18388.8,18032.4,19040.4,19098.0,17074.8,18608.4,17395.2,14490.0,13453.2,11862.0,10415.646,12191.152,10253.783,12627.443,9484.391,7868.97,9973.994
68,A,Gross electricity production,Solid fossil fuels,TJ,MT,2214.0,2124.0,2016.0,2160.0,1292.4,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,A,Gross electricity production,Solid fossil fuels,TJ,NL,90050.4,81590.4,81464.4,77061.6,86785.2,98636.4,92941.2,87976.8,95158.8,78926.4,87393.6,91731.6,93571.2,95655.6,89809.2,84600.0,85453.2,89701.2,84538.8,87400.8,81316.8,77004.0,87163.2,88610.4,106146.0,141806.12,132540.232,112964.35,99280.051,63697.072,27422.107,52559.456,53287.924
70,A,Gross electricity production,Solid fossil fuels,TJ,NO,154.8,172.8,198.0,169.2,201.6,208.8,176.4,154.8,151.2,147.6,144.0,147.6,147.6,151.2,154.8,151.2,154.8,154.8,140.4,147.6,151.2,140.4,140.4,144.0,136.8,140.4,151.2,154.8,158.857,160.628,161.914,159.116,152.705
71,A,Gross electricity production,Solid fossil fuels,TJ,PL,469299.6,463500.0,455691.6,459622.8,462218.4,474354.0,487731.6,485067.6,483224.4,479973.6,489196.8,485892.0,478634.4,506368.8,508035.6,510771.6,529228.8,518432.4,500022.0,480200.4,491450.4,503128.8,484462.8,495784.8,466272.0,469868.4,469159.2,472170.697,470026.62,425316.758,386631.857,459258.419,449018.053
72,A,Gross electricity production,Solid fossil fuels,TJ,PT,32612.4,35092.8,36615.6,40950.0,41652.0,48261.6,45190.8,46641.6,43124.4,54165.6,52542.0,48981.6,54763.2,52297.2,53488.8,54813.6,53848.8,44632.8,40305.6,46425.6,25560.0,35452.8,47113.2,42616.8,43027.2,53017.2,45468.0,52797.6,43222.91,19917.698,8507.128,2880.0,0.0
73,A,Gross electricity production,Solid fossil fuels,TJ,RO,66607.2,56206.8,66034.8,68731.2,70664.4,74134.8,73695.6,60703.2,52146.0,52862.4,68133.6,70898.4,73123.2,84038.4,77338.8,78897.6,90525.6,90345.6,92962.8,78292.8,74451.6,89215.2,82443.6,60969.6,63946.8,65250.0,57171.6,60408.63,56323.8,49026.503,33695.809,38478.91,37316.79
74,A,Gross electricity production,Solid fossil fuels,TJ,RS,101800.8,89661.6,86155.2,76424.4,76874.4,78051.6,71640.0,84816.0,86684.4,68256.0,77158.8,78692.4,81212.4,88956.0,92649.6,84157.2,90068.4,92073.6,96048.0,96681.6,90079.2,103370.4,94737.6,103204.796,79653.6,97783.2,98074.8,95272.409,90070.466,92099.423,95269.342,85571.575,84565.721
75,A,Gross electricity production,Solid fossil fuels,TJ,SE,3891.6,7059.6,6498.0,7484.4,9378.0,8168.4,13287.6,7228.8,7351.2,8071.2,5889.6,6764.4,8542.8,10245.6,3636.0,2332.8,3164.4,2336.4,1850.4,1854.0,3679.2,2365.2,1738.8,2350.8,1335.6,1393.2,946.8,1159.2,1206.0,763.2,3.6,39.6,36.0
76,A,Gross electricity production,Solid fossil fuels,TJ,SI,14004.0,13039.2,16700.4,16891.2,16610.4,16574.4,16070.4,16941.6,17942.4,16128.0,16599.6,17708.4,19087.2,18388.8,18687.6,18975.6,19569.6,19735.2,19162.8,18475.2,19036.8,19105.2,18522.0,17553.6,13532.4,15786.0,18036.0,17366.857,16640.172,16138.721,15706.89,13853.938,11274.494
77,A,Gross electricity production,Solid fossil fuels,TJ,SK,27021.6,21423.6,26020.8,20703.6,17506.8,23238.0,21200.4,22644.0,21099.6,22942.8,20102.4,20959.2,18558.0,21477.6,20451.6,19926.0,19112.4,17287.2,16819.2,13878.0,12852.0,12794.4,12297.6,11066.4,10342.8,10188.0,10076.4,10767.6,10839.6,8413.2,6717.6,6112.8,5817.6
78,A,Gross electricity production,Solid fossil fuels,TJ,TR,72651.6,77619.6,88221.6,85327.2,101458.8,98676.0,106977.6,118476.0,126090.0,130392.0,134388.0,135856.8,113133.6,113112.0,120834.0,151916.4,164188.8,188398.8,202950.0,195224.4,192160.8,232520.4,238795.2,222930.0,267433.2,267030.0,325396.8,343385.737,400879.768,400233.265,374463.666,365798.174,400568.49
79,A,Gross electricity production,Solid fossil fuels,TJ,UA,402973.2,376833.6,374180.4,308898.0,271371.6,246981.6,197326.8,193424.4,175788.0,189180.0,180932.4,187113.6,192585.6,192700.8,158281.2,166410.0,222480.0,245016.0,246157.2,226674.0,242290.8,266904.0,287902.8,288457.2,250329.6,199213.2,214560.0,172169.64,171750.96,160575.48,139074.48,,
